,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
10529,Dungeons & Dragons Tactics,PSP,2007.0,Strategy,0.09,0.0,0.0,0.01,,,
10530,X-Men: Children of the Atom,PS,1998.0,Fighting,0.06,0.04,0.0,0.01,,,
10531,Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,0.08,0.02,0.0,0.0,63.0,6.2,E
10532,America's Next Top Model,DS,2008.0,Action,0.1,0.0,0.0,0.01,,tbd,E10+
10533,Blitz: The League II,X360,2008.0,Sports,0.08,0.01,0.0,0.01,68.0,7.2,M
10534,Math Blaster in the Prime Adventure,DS,2009.0,Misc,0.09,0.0,0.0,0.01,,tbd,E
10535,Blue Stinger,DC,1999.0,Adventure,0.0,0.0,0.1,0.0,,,
10536,Shellshock,PS,1995.0,Action,0.06,0.04,0.0,0.01,,,
10537,Miami Law,DS,2009.0,Adventure,0.09,0.0,0.0,0.01,56.0,8.8,T
10538,Hot Wheels Ultimate Racing,PSP,2007.0,Action,0.09,0.0,0.0,0.01,60.0,tbd,E
10539,Capcom vs. SNK 2 EO,XB,2003.0,Fighting,0.08,0.02,0.0,0.0,80.0,8.7,T
10540,Inazuma Eleven GO Strikers 2013,Wii,2012.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10541,Metal Gear Solid HD Edition,PS3,2011.0,Action,0.0,0.0,0.1,0.0,,,
10542,Hunter: The Reckoning,GC,2002.0,Action,0.08,0.02,0.0,0.0,70.0,7.6,M
10543,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007.0,Misc,0.0,0.0,0.1,0.0,,,
10544,PictoImage,DS,2007.0,Puzzle,0.09,0.0,0.0,0.01,61.0,tbd,E
10545,Urban Chaos,PS,1999.0,Action,0.06,0.04,0.0,0.01,,,
10546,Alvin and the Chipmunks: Chipwrecked,DS,2011.0,Misc,0.06,0.03,0.0,0.01,,tbd,E10+
10547,Creeper World 3: Arc Eternal,Wii,2009.0,Strategy,0.0,0.0,0.1,0.0,,,
10548,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007.0,Misc,0.0,0.0,0.1,0.0,,,
10549,PDC World Championship Darts: Pro Tour,PS3,2010.0,Sports,0.0,0.08,0.0,0.02,,,
10550,Heavy Fire: Afghanistan,Wii,2011.0,Shooter,0.09,0.0,0.0,0.01,,tbd,T
10551,Freaky Flyers,PS2,2003.0,Racing,0.05,0.04,0.0,0.01,66.0,tbd,T
10552,Baten Kaitos Origins,GC,2006.0,Role-Playing,0.06,0.02,0.02,0.0,75.0,8.9,T
10553,E·O·E: Eve of Extinction,PS2,2002.0,Fighting,0.04,0.03,0.02,0.01,57.0,7.2,T
10554,Football Manager 2014,PSV,2013.0,Sports,0.0,0.08,0.0,0.02,,,
10555,Dark Summit,XB,2001.0,Sports,0.08,0.02,0.0,0.0,71.0,tbd,T
10556,Penguin no Mondai: The World,DS,2010.0,Adventure,0.0,0.0,0.1,0.0,,,
10557,Flushed Away,DS,2006.0,Platform,0.09,0.0,0.0,0.01,,,
10558,NHL 2004,GC,2003.0,Sports,0.08,0.02,0.0,0.0,85.0,8.4,E
10559,Hakuouki Portable,PSP,2009.0,Adventure,0.0,0.0,0.1,0.0,,,
10560,Surf's Up,X360,2007.0,Sports,0.09,0.0,0.0,0.01,61.0,6.1,E10+
10561,Monkey Island: Special Edition Collection,PS3,2011.0,Adventure,0.0,0.08,0.0,0.02,,,
10562,Cabela's Adventure Camp,X360,2011.0,Misc,0.07,0.02,0.0,0.01,,tbd,E
10563,X-Men: The Official Game,XB,2006.0,Action,0.08,0.02,0.0,0.0,53.0,8.1,T
10564,RLH: Run Like Hell,PS2,2002.0,Shooter,0.05,0.04,0.0,0.01,58.0,8.2,M
10565,Digimon Adventure,PSP,2013.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10566,Backyard Baseball '10,Wii,2009.0,Sports,0.09,0.0,0.0,0.01,,tbd,E
10567,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,0.09,0.0,0.0,0.01,71.0,6.3,E10+
10568,The Ant Bully,PS2,2006.0,Platform,0.05,0.04,0.0,0.01,52.0,4.2,E10+
10569,Conflict: Global Terror,XB,2005.0,Shooter,0.08,0.02,0.0,0.0,62.0,7.9,M
10570,Minority Report: Everybody Runs,GC,2002.0,Action,0.08,0.02,0.0,0.0,53.0,tbd,T
10571,Monster Rancher EVO,PS2,2005.0,Role-Playing,0.02,0.02,0.05,0.01,58.0,6.8,E10+
10572,Football Director DS,DS,2008.0,Sports,0.0,0.1,0.0,0.0,,,
10573,Project Hacker: Kakusei,DS,2006.0,Action,0.0,0.0,0.1,0.0,,,
10574,SimAnimals Africa,DS,2009.0,Simulation,0.08,0.02,0.0,0.01,,tbd,E
10575,Karaoke Revolution,PS3,2009.0,Misc,0.07,0.02,0.0,0.01,66.0,tbd,T
10576,Terraria,PSV,2013.0,Action,0.0,0.01,0.09,0.0,85.0,7.8,T
10577,Guitar Hero: Van Halen,PS2,2009.0,Misc,0.05,0.04,0.0,0.01,,tbd,T
10578,The Whispered World,PC,2009.0,Adventure,0.0,0.08,0.0,0.02,70.0,7.6,E
10579,Olympic Summer Games: Atlanta 1996,PS,1996.0,Sports,0.06,0.04,0.0,0.01,,,
10580,Disney's The Haunted Mansion,GC,2003.0,Platform,0.08,0.02,0.0,0.0,,,
10581,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008.0,Fighting,0.0,0.0,0.1,0.0,,,
10582,Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,0.09,0.01,0.0,0.01,,5.1,E10+
10583,Water Sports,Wii,2009.0,Action,0.05,0.04,0.0,0.01,,tbd,E
10584,Agatha Christie: The ABC Murders,DS,2009.0,Adventure,0.08,0.01,0.0,0.01,53.0,6.5,T
10585,KORG DS-10 Synthesizer Plus,DS,2009.0,Misc,0.07,0.0,0.02,0.01,,,
10586,Darius Gaiden,SAT,1995.0,Shooter,0.0,0.0,0.1,0.0,,,
10587,Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,0.06,0.03,0.0,0.01,65.0,7,E10+
10588,All Kamen Rider: Rider Generation 2,DS,2012.0,Action,0.0,0.0,0.1,0.0,,,
10589,Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,0.08,0.02,0.0,0.0,76.0,8.1,E
10590,Draglade,DS,2007.0,Fighting,0.09,0.0,0.0,0.01,71.0,7.5,E10+
10591,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,0.09,0.0,0.0,0.01,68.0,6.2,E10+
10592,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009.0,Role-Playing,0.09,0.0,0.0,0.01,,tbd,M
10593,You Don't Know Jack: Mock 2,PS,2000.0,Misc,0.06,0.04,0.0,0.01,82.0,tbd,E
10594,3D Tank Warfare Simulator Panzer Front,PS,1999.0,Simulation,0.06,0.04,0.0,0.01,,,
10595,Jade Cocoon 2,PS2,2001.0,Role-Playing,0.05,0.04,0.0,0.01,76.0,7.8,T
10596,Lord of Apocalypse,PSV,2011.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10597,Igor: The Game,Wii,2008.0,Adventure,0.09,0.0,0.0,0.01,,tbd,E
10598,Kabushiki Baibai Trainer: Kabutore!,DS,2006.0,Simulation,0.0,0.0,0.1,0.0,,,
10599,Dancing on Ice,Wii,2010.0,Sports,0.0,0.09,0.0,0.01,,,
10600,Mana Khemia: Student Alliance,PSP,2008.0,Role-Playing,0.06,0.0,0.03,0.01,41.0,5.3,E10+
10601,The Destiny of Zorro,Wii,2009.0,Action,0.09,0.0,0.0,0.01,,tbd,E10+
10602,Sword & Sorcery,SAT,1996.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10603,Van Helsing,GBA,2004.0,Action,0.07,0.03,0.0,0.0,33.0,6.3,T
10604,Bee Movie Game,PS2,2007.0,Action,0.05,0.04,0.0,0.01,65.0,7.5,E
10605,Resident Evil: Revelations 2,PSV,2015.0,Action,0.0,0.03,0.07,0.01,65.0,7.8,M
10606,Record of Agarest War Zero,X360,2010.0,Strategy,0.09,0.0,0.0,0.01,,6.8,T
10607,HOP,DS,2011.0,Platform,0.08,0.01,0.0,0.01,,,
10608,USA Today Puzzle Craze,DS,2009.0,Puzzle,0.09,0.0,0.0,0.01,,tbd,E
10609,Machi-Ing Maker 3 x Tousouchuu,PSP,2010.0,Simulation,0.0,0.0,0.1,0.0,,,
10610,Truth or Lies,Wii,2010.0,Misc,0.04,0.05,0.0,0.01,,tbd,T
10611,Kelly Slater's Pro Surfer,XB,2002.0,Sports,0.08,0.02,0.0,0.0,80.0,8,E
10612,My Healthy Cooking Coach,DS,,Simulation,0.09,0.0,0.0,0.01,,tbd,E
10613,SNK vs. Capcom: SVC Chaos,XB,2004.0,Fighting,0.08,0.02,0.0,0.0,,,
10614,NFL Tour,X360,2008.0,Sports,0.09,0.0,0.0,0.01,49.0,3.1,E
10615,Master of the Monster Lair,DS,2007.0,Role-Playing,0.09,0.0,0.0,0.01,56.0,tbd,E10+
10616,Harry Potter and the Deathly Hallows - Part 1,PC,2010.0,Action,0.08,0.02,0.0,0.01,37.0,4.1,T
10617,Sudoku Mania,DS,2006.0,Puzzle,0.09,0.0,0.0,0.01,25.0,3.5,E
10618,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,0.05,0.04,0.0,0.01,49.0,8,E10+
10619,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997.0,Shooter,0.0,0.0,0.1,0.0,,,
10620,Resident Evil: Revelations 2,XOne,2015.0,Action,0.07,0.02,0.0,0.01,75.0,7.5,M
10621,Thief (2014),PC,2014.0,Action,0.0,0.09,0.0,0.01,,,
10622,Vanishing Point,PS,2001.0,Racing,0.06,0.04,0.0,0.01,68.0,tbd,E
10623,Dragonseeds,PS,1998.0,Action,0.03,0.02,0.04,0.01,,,
10624,The Bard's Tale,XB,2004.0,Role-Playing,0.08,0.02,0.0,0.0,75.0,8.8,T
10625,Nodame Cantabile,DS,2007.0,Misc,0.0,0.0,0.1,0.0,,,
10626,The History Channel: Civil War - Secret Missions,PS3,2008.0,Shooter,0.09,0.0,0.0,0.01,,,
10627,Alien Hominid,PS2,2004.0,Shooter,0.05,0.04,0.0,0.01,78.0,8.3,T
10628,World Snooker Championship 2007,PS3,2007.0,Sports,0.0,0.1,0.0,0.0,,,
10629,L'Aigle de Guerre,GBA,2001.0,Strategy,0.0,0.0,0.1,0.0,,,
10630,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015.0,Action,0.0,0.0,0.1,0.0,,,
10631,Lode Runner 3-D,N64,1998.0,Action,0.08,0.02,0.0,0.0,,,
10632,Indy Racing 2000,N64,2000.0,Racing,0.08,0.02,0.0,0.0,,,
10633,GT64 Championship Edition,N64,1998.0,Racing,0.08,0.02,0.0,0.0,,,
10634,Milo's Astro Lanes,N64,1998.0,Sports,0.08,0.02,0.0,0.0,,,
10635,Jeopardy!,N64,1998.0,Misc,0.08,0.02,0.0,0.0,,,
10636,Disney's Donald Duck: Goin' Quackers,N64,2000.0,Platform,0.08,0.02,0.0,0.0,,,
10637,Aidyn Chronicles: The First Mage,N64,2001.0,Role-Playing,0.08,0.02,0.0,0.0,,,
10638,Virtual Pool 64,N64,1998.0,Sports,0.08,0.02,0.0,0.0,,,
10639,Flying Dragon,N64,1997.0,Fighting,0.08,0.02,0.0,0.0,,,
10640,International Superstar Soccer 64 (weekly JP sales),N64,1997.0,Sports,0.0,0.0,0.05,0.05,,,
10641,Gekido,PS,1999.0,Fighting,0.06,0.04,0.0,0.01,,,
10642,Myst,DS,2007.0,Adventure,0.09,0.0,0.0,0.01,43.0,3.5,E
10643,Sword Art Online: Lost Song,PS3,2015.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10644,Disney's The Jungle Book,GBA,2002.0,Platform,0.07,0.03,0.0,0.0,60.0,tbd,E
10645,Puss in Boots,DS,2011.0,Action,0.08,0.01,0.0,0.01,,tbd,E
10646,Tom Clancy's Ghost Recon: Predator,PSP,2010.0,Shooter,0.07,0.02,0.0,0.02,54.0,tbd,T
10647,Murdered: Soul Suspect,X360,2014.0,Action,0.06,0.03,0.0,0.01,,7.2,M
10648,Army Men World War: Team Assault,PS,2001.0,Action,0.06,0.04,0.0,0.01,,,
10649,Deca Sports DS,DS,2009.0,Sports,0.07,0.02,0.0,0.01,57.0,tbd,E
10650,nail'd,X360,2010.0,Racing,0.08,0.02,0.0,0.01,64.0,7.1,E10+
10651,Tom Clancy's Splinter Cell,GBA,2003.0,Action,0.07,0.03,0.0,0.0,77.0,8.6,T
10652,Bullet Witch,X360,2006.0,Shooter,0.07,0.01,0.02,0.01,55.0,6.1,M
10653,Spider-Man: Web of Shadows,DS,2008.0,Action,0.09,0.0,0.0,0.01,77.0,7.5,E10+
10654,Pinball Hall of Fame: The Williams Collection,3DS,2011.0,Misc,0.09,0.0,0.0,0.01,67.0,7.3,E10+
10655,Rolling Stone: Drum King,Wii,2009.0,Misc,0.09,0.0,0.0,0.01,32.0,1.8,T
10656,NBA Ballers: Rebound,PSP,2006.0,Sports,0.09,0.0,0.0,0.01,69.0,7.7,E
10657,Marvel vs. Capcom: Clash of Super Heroes,DC,1999.0,Fighting,0.0,0.0,0.1,0.0,,,
10658,Silent Scope Complete,XB,2004.0,Shooter,0.07,0.02,0.0,0.0,69.0,7.4,M
10659,King's Field: The Ancient City,PS2,2001.0,Role-Playing,0.05,0.04,0.0,0.01,60.0,8.5,T
10660,LEGO Rock Raiders,PS,1999.0,Strategy,0.06,0.04,0.0,0.01,,,
10661,Ghost in the Shell,PS,1997.0,Simulation,0.06,0.04,0.0,0.01,,,
10662,Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,0.06,0.03,0.0,0.01,17.0,1.7,M
10663,Attack of the Movies 3D,Wii,2010.0,Shooter,0.09,0.0,0.0,0.01,39.0,tbd,T
10664,Monkey Mischief! Party Time,Wii,2008.0,Misc,0.09,0.0,0.0,0.01,,tbd,E10+
10665,Evil Dead: Fistfull of Boomstick,XB,2003.0,Action,0.07,0.02,0.0,0.0,,,
10666,Tom Clancy's Classic Trilogy,XB,2004.0,Shooter,0.07,0.02,0.0,0.0,,tbd,M
10667,Harvest Moon DS Cute (jp sales),DS,2005.0,Simulation,0.0,0.0,0.1,0.0,,,
10668,Little League World Series Baseball 2010,X360,2010.0,Sports,0.09,0.0,0.0,0.01,55.0,tbd,E
10669,Indigo Prophecy,XB,2005.0,Adventure,0.07,0.03,0.0,0.0,84.0,7.7,M
10670,Bleach: Dark Souls (JP sales),DS,2007.0,Fighting,0.0,0.0,0.1,0.0,,,
10671,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007.0,Misc,0.0,0.0,0.1,0.0,,,
10672,Generator Rex: Agent of Providence,3DS,2011.0,Action,0.07,0.02,0.0,0.01,,tbd,E10+
10673,Over the Hedge,XB,2006.0,Platform,0.07,0.02,0.0,0.0,61.0,tbd,E10+
10674,Cabela's North American Adventures,PSP,2010.0,Sports,0.09,0.0,0.0,0.01,,7.8,T
10675,World Series of Poker 2008: Battle for the Bracelets,PS3,2007.0,Misc,0.08,0.01,0.0,0.01,75.0,tbd,T
10676,Sneakers,XB,2002.0,Puzzle,0.07,0.02,0.0,0.0,28.0,4.6,E
10677,Crime Crackers,PS,1994.0,Role-Playing,0.0,0.0,0.09,0.01,,,
10678,NHL 2K6,X360,2005.0,Sports,0.09,0.0,0.0,0.01,75.0,6.1,E10+
10679,SCORE International Baja 1000: The Official Game,Wii,2008.0,Racing,0.09,0.0,0.0,0.01,,,
10680,Micro Machines V3,PS,1997.0,Racing,0.06,0.04,0.0,0.01,,,
10681,X-Men: Destiny,Wii,2011.0,Action,0.07,0.02,0.0,0.01,36.0,4.5,T
10682,College Hoops 2K6,XB,2005.0,Sports,0.07,0.02,0.0,0.0,82.0,9.2,E
10683,Contact,DS,2006.0,Role-Playing,0.07,0.0,0.03,0.01,73.0,8.2,E10+
10684,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010.0,Strategy,0.08,0.01,0.0,0.01,,,
10685,"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,2000.0,Adventure,0.0,0.0,0.1,0.0,,,
10686,Happy Feet Two,DS,,Action,0.08,0.01,0.0,0.01,,tbd,E
10687,Idol Janshi Suchie-Pai Remix,SAT,1995.0,Misc,0.0,0.0,0.1,0.0,,,
10688,NBA 2K16,PC,2015.0,Sports,0.03,0.06,0.0,0.01,,5.7,E10+
10689,Exhibition Volume 03,XB,2003.0,Misc,0.07,0.02,0.0,0.0,,,
10690,Fate/hollow ataraxia,PSV,2014.0,Adventure,0.0,0.0,0.1,0.0,,,
10691,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011.0,Action,0.07,0.02,0.0,0.01,54.0,tbd,E10+
10692,Harvey Birdman: Attorney at Law,PSP,2008.0,Adventure,0.09,0.0,0.0,0.01,62.0,8,T
10693,Zero4 Champ RR-Z,SNES,1995.0,Racing,0.0,0.0,0.1,0.0,,,
10694,Initial D: Street Stage,PSP,2006.0,Racing,0.0,0.0,0.1,0.0,,,
10695,Tales of Innocence R,PSV,2012.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10696,Harry Potter and the Deathly Hallows - Part 2,PC,2011.0,Action,0.05,0.04,0.0,0.01,43.0,5,
10697,Nicktoons: MLB,DS,2011.0,Sports,0.09,0.0,0.0,0.01,,,
10698,Tom Clancy's HAWX 2,Wii,2010.0,Action,0.06,0.03,0.0,0.01,47.0,tbd,T
10699,Predator: Concrete Jungle,XB,2005.0,Action,0.07,0.02,0.0,0.0,46.0,8,M
10700,Lucky * Star: Ryouou Gakuen Outousai,PS2,2008.0,Adventure,0.0,0.0,0.1,0.0,,,
10701,Start the Party! Save the World,PS3,2011.0,Misc,0.0,0.08,0.0,0.02,,,
10702,Opoona,Wii,2007.0,Role-Playing,0.08,0.0,0.01,0.01,65.0,7.7,E10+
10703,Big League Sports,Wii,2008.0,Sports,0.09,0.01,0.0,0.01,,1.4,E
10704,Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,2007.0,Fighting,0.0,0.0,0.1,0.0,,,
10705,Universal Studios Theme Parks Adventure,GC,2001.0,Misc,0.08,0.02,0.0,0.0,39.0,2.9,T
10706,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009.0,Misc,0.0,0.0,0.1,0.0,,,
10707,Steins;Gate,PSV,2013.0,Adventure,0.04,0.04,0.0,0.02,83.0,9.2,M
10708,Piglet's Big Game,PS2,2003.0,Platform,0.05,0.04,0.0,0.01,,tbd,E
10709,Real Bout Garou Densetsu,SAT,1996.0,Fighting,0.0,0.0,0.1,0.0,,,
10710,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010.0,Platform,0.05,0.0,0.03,0.01,,,
10711,Project FIFA World Cup,PS2,2002.0,Sports,0.0,0.0,0.1,0.0,,,
10712,Rocky: Legends,XB,2004.0,Action,0.07,0.02,0.0,0.0,67.0,5.2,T
10713,The BIGS 2,PSP,2009.0,Sports,0.09,0.0,0.0,0.01,67.0,tbd,E10+
10714,Lord of Apocalypse,PSP,2011.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10715,Dora & Kai-Lan's Pet Shelter,DS,2011.0,Strategy,0.08,0.01,0.0,0.01,,,
10716,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,2004.0,Adventure,0.0,0.0,0.1,0.0,,,
10717,Nancy Drew: The Model Mysteries,DS,2010.0,Puzzle,0.09,0.0,0.0,0.01,,tbd,E10+
10718,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008.0,Adventure,0.0,0.0,0.1,0.0,,,
10719,Cate West: The Vanishing Files,DS,2008.0,Adventure,0.08,0.01,0.0,0.01,68.0,tbd,E10+
10720,Star Trek: Shattered Universe,PS2,2004.0,Simulation,0.05,0.04,0.0,0.01,42.0,8.3,E
10721,Fifi and the Flowertots,DS,2009.0,Misc,0.0,0.09,0.0,0.01,,,
10722,The Land Before Time: Great Valley Racing Adventure,PS,2001.0,Racing,0.05,0.04,0.0,0.01,,,
10723,System Flaw,DS,2009.0,Shooter,0.09,0.0,0.0,0.01,,tbd,E
10724,Ultra Street Fighter IV,PS4,2015.0,Fighting,0.0,0.08,0.0,0.01,71.0,5.9,T
10725,EVE: Valkyrie,PS4,2016.0,Shooter,0.03,0.05,0.0,0.02,73.0,6.3,T
10726,Dragon Ball: Evolution,PSP,2009.0,Fighting,0.09,0.0,0.0,0.01,28.0,0.9,T
10727,The Walking Dead: Season Two,X360,2014.0,Adventure,0.04,0.05,0.0,0.01,,,
10728,The Crew: Wild Run,PS4,2015.0,Action,0.0,0.08,0.0,0.01,73.0,6.8,T
10729,Pajama Sam: Don't Fear The Dark,Wii,2008.0,Adventure,0.09,0.0,0.0,0.01,,,
10730,The Walking Dead: Season Two,PSV,2014.0,Adventure,0.07,0.0,0.01,0.02,,,
10731,MTX Mototrax,XB,2004.0,Racing,0.07,0.02,0.0,0.0,79.0,tbd,E
10732,Blast Chamber,PS,1996.0,Shooter,0.05,0.04,0.0,0.01,,,
10733,Championship Pony,DS,2008.0,Simulation,0.09,0.0,0.0,0.01,,tbd,E
10734,NASCAR Unleashed,PS3,2011.0,Racing,0.09,0.0,0.0,0.01,,tbd,E
10735,Code:Realize - Sousei no Himegimi,PSV,2014.0,Adventure,0.05,0.0,0.03,0.02,,,
10736,Natural Doctrine,PS4,2014.0,Role-Playing,0.05,0.02,0.02,0.01,53.0,6,M
10737,NeverDead,X360,2012.0,Shooter,0.06,0.03,0.0,0.01,52.0,5.5,M
10738,EyeToy: Operation Spy,PS2,2005.0,Action,0.05,0.04,0.0,0.01,53.0,tbd,E
10739,MotoGP 07,PS2,2007.0,Racing,0.05,0.04,0.0,0.01,62.0,9.1,E
10740,Blades of Time,PS3,2012.0,Action,0.04,0.03,0.01,0.01,53.0,7.2,M
10741,Disney Sing It! High School Musical 3: Senior Year,X360,2009.0,Misc,0.09,0.0,0.0,0.01,,,
10742,Thor: God of Thunder,3DS,2011.0,Action,0.06,0.03,0.0,0.01,55.0,4.2,T
10743,Option Tuning Car Battle,PS,1998.0,Racing,0.0,0.0,0.09,0.01,,,
10744,Ridge Racer 2,PSP,2006.0,Racing,0.0,0.02,0.07,0.01,,,
10745,Pro Evolution Soccer 2016,X360,2015.0,Sports,0.04,0.05,0.0,0.01,,7,E
10746,Derby Jockey 2,SNES,1995.0,Sports,0.0,0.0,0.1,0.0,,,
10747,Cubic Ninja,3DS,2011.0,Platform,0.05,0.04,0.0,0.01,51.0,5.9,E
10748,Famicom Mini: Mappy,GBA,2004.0,Platform,0.0,0.0,0.09,0.0,,,
10749,Ben 10 Galactic Racing,X360,2011.0,Racing,0.07,0.02,0.0,0.01,,tbd,E
10750,Reign of Fire,XB,2002.0,Shooter,0.07,0.02,0.0,0.0,54.0,tbd,M
10751,Descent Maximum,PS,1997.0,Shooter,0.05,0.04,0.0,0.01,,,
10752,F1 2014,PC,2014.0,Racing,0.0,0.09,0.0,0.01,61.0,4.8,E
10753,King of Clubs: Mini Golf,Wii,2008.0,Sports,0.09,0.0,0.0,0.01,,,
10754,Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,0.08,0.0,0.0,0.01,72.0,6.8,E
10755,Angry Birds Star Wars,WiiU,2013.0,Strategy,0.05,0.04,0.0,0.01,,6.8,E
10756,Petz Hamsterz Superstarz,DS,2009.0,Simulation,0.09,0.0,0.0,0.01,,tbd,E
10757,Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,0.06,0.0,0.03,0.0,63.0,6.6,E10+
10758,Star Wars: Lethal Alliance,DS,2006.0,Action,0.08,0.01,0.0,0.01,57.0,tbd,E10+
10759,Shining Force EXA,PS2,2007.0,Role-Playing,0.0,0.0,0.1,0.0,64.0,7.3,E10+
10760,Virtual Pro Wrestling,PS,1996.0,Fighting,0.0,0.0,0.09,0.01,,,
10761,Rapala Pro Bass Fishing 2010,DS,2010.0,Sports,0.09,0.0,0.0,0.01,,tbd,E
10762,Shadow Tower,PS,1998.0,Role-Playing,0.01,0.01,0.07,0.01,,,
10763,Digimon World DS,DS,2006.0,Role-Playing,0.09,0.0,0.0,0.01,71.0,7.6,E10+
10764,Luminous Arc 2 (JP sales),DS,,Role-Playing,0.0,0.0,0.1,0.0,,,
10765,CSI: Hard Evidence,X360,2007.0,Adventure,0.07,0.02,0.0,0.01,,,
10766,MySims SkyHeroes,X360,2010.0,Action,0.09,0.0,0.0,0.01,56.0,5.5,E10+
10767,Ford Racing 3,DS,2005.0,Racing,0.09,0.0,0.0,0.01,49.0,tbd,E
10768,Ice Age 2: The Meltdown,XB,2006.0,Platform,0.07,0.02,0.0,0.0,68.0,tbd,E10+
10769,Guilty Gear Isuka,PS2,2004.0,Fighting,0.05,0.04,0.0,0.01,73.0,7.5,T
10770,The Secret Saturdays: Beasts of the 5th Sun,Wii,2009.0,Action,0.09,0.0,0.0,0.01,60.0,tbd,E10+
10771,Horse Life Adventures,DS,2008.0,Simulation,0.08,0.01,0.0,0.01,,tbd,E
10772,The Idolmaster: Platinum Stars,PS4,2016.0,Simulation,0.0,0.0,0.1,0.0,,,
10773,Jikkyou Powerful Pro Yakyuu 2013,PSV,2013.0,Sports,0.0,0.0,0.1,0.0,,,
10774,Tornado Outbreak,Wii,2009.0,Action,0.09,0.0,0.0,0.01,71.0,8.2,E10+
10775,Shadow Master,PS,1997.0,Adventure,0.05,0.04,0.0,0.01,,,
10776,Global Touring Challenge: Africa,PS2,2001.0,Racing,0.05,0.04,0.0,0.01,64.0,tbd,E
10777,Shovel Knight,WiiU,2015.0,Platform,0.05,0.04,0.0,0.01,88.0,8.3,E
10778,Makai Shin Trillion,PSV,2014.0,Role-Playing,0.02,0.01,0.06,0.01,,,
10779,Tokimeki Memorial: Taisen Pazurudama,PS,1996.0,Puzzle,0.0,0.0,0.09,0.01,,,
10780,Digimon World: Next Order,PSV,2016.0,Action,0.0,0.0,0.1,0.0,,,
10781,Who Wants to Be A Millionaire?,X360,2011.0,Misc,0.09,0.0,0.0,0.01,,,
10782,The Secret Saturdays: Beasts of the 5th Sun,PSP,2009.0,Action,0.08,0.0,0.0,0.01,,tbd,E10+
10783,Operation Abyss: New Tokyo Legacy,PSV,2014.0,Role-Playing,0.02,0.0,0.06,0.01,66.0,7.3,M
10784,Skylanders: Spyro's Adventure,PC,2011.0,Action,0.05,0.03,0.0,0.01,,3.5,E10+
10785,Man vs. Wild,X360,2011.0,Action,0.09,0.0,0.0,0.01,,4.6,T
10786,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012.0,Adventure,0.0,0.0,0.1,0.0,,,
10787,Watchmen: The End is Nigh Part 1 & 2,X360,2009.0,Action,0.09,0.0,0.0,0.01,,,
10788,MotoGP 2,XB,2003.0,Racing,0.07,0.02,0.0,0.0,87.0,8.5,E
10789,Pro Yakyuu Famista DS,DS,2007.0,Sports,0.0,0.0,0.1,0.0,,,
10790,Happy Feet Two,X360,,Action,0.08,0.01,0.0,0.01,,,
10791,iCarly 2: iJoin The Click!,Wii,2010.0,Adventure,0.08,0.01,0.0,0.01,,9,E
10792,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002.0,Fighting,0.05,0.02,0.03,0.0,,,
